title,company,experience,salary,location,description,skills,posted,salary_disclosed,min_experience,max_experience,work_mode,location_list,skills_list,min_salary,max_salary,salary_in_lacs
"Data Steward, Analyst/Associate",Goldman Sachs,0-3,,Bengaluru,"SKILLS & EXPERIENCE WE ARE LOOKING FOR Relevant experience in data management, sales re...","Automation, Data Management, Wealth Management, Mutual Funds, Reconciliation, Asset Management, Macros",3+ weeks ago,False,0,3,On-site,['Bengaluru'],"['Automation', 'Data Management', 'Wealth Management', 'Mutual Funds', 'Reconciliation', 'Asset Management', 'Macros']",,,False
Data Analyst,Wonderla Holidays,3-5,50000-80000 PA,Bengaluru,Preferred candidate profile,"D2C, Google Data Studio, R, Google Analytics, Power BI, Business Metrics, Campaign Analytics, Tableau",1 day ago,True,3,5,On-site,['Bengaluru'],"['D2C', 'Google Data Studio', 'R', 'Google Analytics', 'Power BI', 'Business Metrics', 'Campaign Analytics', 'Tableau']",50000.0,80000.0,False
Looking For immediate joiners - Lab Data Analyst-Python Programming,IQVIA,2-4,,Kolkata,"Job Title : Lab Data Analyst-Python ProgrammingSkill : Python programming, data analys...","Python Programming, Pyspark, Logical Approach, Python Data Analytics, Python Data, Python Scripting, Numpy",5 days ago,False,2,4,On-site,['Kolkata'],"['Python Programming', 'Pyspark', 'Logical Approach', 'Python Data Analytics', 'Python Data', 'Python Scripting', 'Numpy']",,,False
Data Analyst - 10th April - Virtual Interview - Pan India,Tata Consultancy Services,7-12,,"India, Bengaluru, Mumbai (All Areas)","Hands-on experience with Databricks, Amazon Redshift, and RESTful APIsRequired Technica...","Power BI, Tableau, Data Analysis, Business Intelligence, Data Analysis, Interviewing",3 days ago,False,7,12,On-site,"['India', 'Bengaluru', 'Mumbai (All Areas)']","['Power BI', 'Tableau', 'Data Analysis', 'Business Intelligence', 'Data Analysis', 'Interviewing']",,,False
"Auth Fraud Supervisor- Data Analyst, UIDAI/Bengaluru",National Institute for Smart Government (NISG),6-10,13-23 Lacs PA,Bengaluru,Education Qualification:• B. Tech /MCA /Engineering or• Bachelor's degree in Data Analy...,"Data Analysis, Fraud Management, Python, SQL, Fraud Analytics, R, Identity Fraud, Business Analysis",1 week ago,True,6,10,On-site,['Bengaluru'],"['Data Analysis', 'Fraud Management', 'Python', 'SQL', 'Fraud Analytics', 'R', 'Identity Fraud', 'Business Analysis']",13.0,23.0,True
Data Analyst,MNC,0-2,2.75-5 Lacs PA,"Pimpri-Chinchwad, Pune",We are looking for a motivated and detail-oriented Data Analyst (Fresher to 2yr) to joi...,"Google Sheets, Power BI, Ms Office, Data Analysis, Python, Large Databases, Google Data Studio, Data Vis",3 days ago,True,0,2,On-site,"['Pimpri-Chinchwad', 'Pune']","['Google Sheets', 'Power BI', 'Ms Office', 'Data Analysis', 'Python', 'Large Databases', 'Google Data Studio', 'Data Vis']",2.75,5.0,True
Data Analyst,MNC,0-2,2.75-5 Lacs PA,"Pimpri-Chinchwad, Pune",We are looking for a motivated and detail-oriented Data Analyst (Fresher to 2yr) to joi...,"Google Sheets, Power BI, Ms Office, SQL, Data Analysis, Large Databases, Google Data Studio, Data Vis",4 days ago,True,0,2,On-site,"['Pimpri-Chinchwad', 'Pune']","['Google Sheets', 'Power BI', 'Ms Office', 'SQL', 'Data Analysis', 'Large Databases', 'Google Data Studio', 'Data Vis']",2.75,5.0,True
Data Analyst (English Required),Peroptyx,0-5,,Remote,"For thousands of years, maps have provided humans with the knowledge they need to make ...","Data Analysis, English, Data Analysis, Data Mapping, Mapping",1 day ago,False,0,5,Remote,['Remote'],"['Data Analysis', 'English', 'Data Analysis', 'Data Mapping', 'Mapping']",,,False
DATA ANALYST,Godigi Infotech,Not Mentioned,Unpaid,Pune,Not Mentioned,Not Mentioned,Starts in 1-3 months,True,,,On-site,['Pune'],['Not Mentioned'],,,False
Data Analyst,Optum,3-5,15-20 Lacs PA,Bengaluru,"Description - ExternalOptum is a global organization that delivers care, aided by tech...","Data Analysis, Customer Journey Analytics, Adobe Analytics, Adobe, Data Analysis",2 days ago,True,3,5,On-site,['Bengaluru'],"['Data Analysis', 'Customer Journey Analytics', 'Adobe Analytics', 'Adobe', 'Data Analysis']",15.0,20.0,True
Data Analyst,Jewelex India,1-3,3-4 Lacs PA,Mumbai (All Areas),"Required Skills: . Advanced MS Excel (Pivot Tables, VLOOKUP / XLOOKUP, formulas, dashbo...","Data Analysis, Pivot Table, Power BI, Vlookup, Advanced Excel, Hlookup, SQL, Python",Just now,True,1,3,On-site,['Mumbai (All Areas)'],"['Data Analysis', 'Pivot Table', 'Power BI', 'Vlookup', 'Advanced Excel', 'Hlookup', 'SQL', 'Python']",3.0,4.0,True
Data Analyst,CUMI,0-1,4-6 Lacs PA,Chennai,"Build our analytical frameworks by predictive forecastingnew tool implementation, new m...","Automation Tools, Prompt Engineering, Ai Strategy, Data Visualization, Data Analysis, Machine Learning, Kpi Dashboards",2 weeks ago,True,0,1,On-site,['Chennai'],"['Automation Tools', 'Prompt Engineering', 'Ai Strategy', 'Data Visualization', 'Data Analysis', 'Machine Learning', 'Kpi Dashboards']",4.0,6.0,True
Data Analyst,Alstom,4-9,,Bengaluru,"Supporting the lifecycle of analytics and automation solutions, from development to con...","Storytelling, Rpa, Data Analysis, Data Analysis, Sla, Power BI, Machine Learning",1 week ago,False,4,9,On-site,['Bengaluru'],"['Storytelling', 'Rpa', 'Data Analysis', 'Data Analysis', 'Sla', 'Power BI', 'Machine Learning']",,,False
Data Analyst,ti Steps,0-1,3.5-6.5 Lacs PA,"Hyderabad, Chennai, Bengaluru",Strong proficiency in Python or R for data analysis and model building. . Hands-on expe...,"Data Analysis, Data Visualization, SQL, Power BI, Data Cleansing, Tableau, Data Analysis",1 week ago,True,0,1,On-site,"['Hyderabad', 'Chennai', 'Bengaluru']","['Data Analysis', 'Data Visualization', 'SQL', 'Power BI', 'Data Cleansing', 'Tableau', 'Data Analysis']",3.5,6.5,True
Online Data Analyst Odia (IN),TELUS Digital,0-5,,Remote,This freelance opportunity allows you to work at your own pace and from home. . A day i...,"Oriya, Oriya Speaker, Odiya, Language Editing, Power BI, Artificial Intelligence, Content Writing, Content",2 days ago,False,0,5,Remote,['Remote'],"['Oriya', 'Oriya Speaker', 'Odiya', 'Language Editing', 'Power BI', 'Artificial Intelligence', 'Content Writing', 'Content']",,,False
Data Analyst,Forvis Mazars,0-1,,Pune(Kharadi),BE / B Tech in IT / ECE/EEE / AI/CSE streams He / she will work alongside a team of ana...,"Data Analysis, Business Intelligence, Data Analysis, Tableau, SQL",2 days ago,False,0,1,On-site,['Pune(Kharadi)'],"['Data Analysis', 'Business Intelligence', 'Data Analysis', 'Tableau', 'SQL']",,,False
Data Analyst,eClerx,2-5,,Bengaluru,". Bachelors degree in Data Science, Computer Science, Finance, Business Analytics, or a...","Automation, Power BI, Data Analysis, SQL, Python, Data Analysis, Tableau",1 day ago,False,2,5,On-site,['Bengaluru'],"['Automation', 'Power BI', 'Data Analysis', 'SQL', 'Python', 'Data Analysis', 'Tableau']",,,False
Data Analyst,Krazy Bee Services,2-3,,Bengaluru,3 years of analytics experience preferably in fintechs is a plusYour information will o...,"Excel, Python, SQL, Data Analysis, Data Visualization, Data Analysis",2 days ago,False,2,3,On-site,['Bengaluru'],"['Excel', 'Python', 'SQL', 'Data Analysis', 'Data Visualization', 'Data Analysis']",,,False
Data Analyst,Kantar,0-4,,Hyderabad,"Experience using web services and languages, including AWS, EC2, S3, Redshift, DigitalO...","SQL, Etl Tool, Power BI, Data Mining, Machine Learning, Data Science, R, S",1 day ago,False,0,4,On-site,['Hyderabad'],"['SQL', 'Etl Tool', 'Power BI', 'Data Mining', 'Machine Learning', 'Data Science', 'R', 'S']",,,False
Data Analyst,Adani Group,2-4,,Ahmedabad,Experience with Python programming language for automating tasks or developing custom s...,"Data Analysis, Power BI, KPI, Power Automate, Data Visualization, Advanced Excel, Data Analysis, Reporting",1 day ago,False,2,4,On-site,['Ahmedabad'],"['Data Analysis', 'Power BI', 'KPI', 'Power Automate', 'Data Visualization', 'Advanced Excel', 'Data Analysis', 'Reporting']",,,False
Data Analyst,MNC,0-1,2.5-5 Lacs PA,"Pimpri-Chinchwad, Pune",. Freshers with relevant internships / projects can applyRequired Skills: . SQL (mandat...,"Power BI, Ms Office, SQL, Google Suite, Data Analysis, Large Databases, Google Data Studio, Data Management",3 weeks ago,True,0,1,On-site,"['Pimpri-Chinchwad', 'Pune']","['Power BI', 'Ms Office', 'SQL', 'Google Suite', 'Data Analysis', 'Large Databases', 'Google Data Studio', 'Data Management']",2.5,5.0,True
Data Analyst,MNC,0-2,2-5 Lacs PA,"Pimpri-Chinchwad, Pune",. Freshers with relevant internships / projects can applyRequired Skills: . SQL (mandat...,"Power BI, Ms Office, SQL, Google Suite, Data Analysis, Large Databases, Google Data Studio, Data Management",3 weeks ago,True,0,2,On-site,"['Pimpri-Chinchwad', 'Pune']","['Power BI', 'Ms Office', 'SQL', 'Google Suite', 'Data Analysis', 'Large Databases', 'Google Data Studio', 'Data Management']",2.0,5.0,True
Data Analyst,Leaf Round,1-2,,Bengaluru,"1 to 2 years of experience in Data Analytics, Business Analytics, or a similar roleExpe...","Pandas, Data Analysis, Automation, Business Analytics, Google Sheets, Capital Markets",5 days ago,False,1,2,On-site,['Bengaluru'],"['Pandas', 'Data Analysis', 'Automation', 'Business Analytics', 'Google Sheets', 'Capital Markets']",,,False
Data Analyst,LiveLike,Not Mentioned,Unpaid,Gurugram,Not Mentioned,Not Mentioned,Starts in 1-3 months,True,,,On-site,['Gurugram'],['Not Mentioned'],,,False
Data Analyst,MNC Group,0-1,6-7 Lacs PA,Gurugram,Preferred candidate profile Official communications will only come from @persolkelly.co...,"Artificial Intelligence, Advanced Excel, Vba, Macros, Python, Data Analysis, Excel",1 day ago,True,0,1,On-site,['Gurugram'],"['Artificial Intelligence', 'Advanced Excel', 'Vba', 'Macros', 'Python', 'Data Analysis', 'Excel']",6.0,7.0,True
Data Analyst,Raam4Wheelers LLP,1-4,3-3.75 Lacs PA,Hyderabad(Banjara hills +1),Preferred candidate profile . Strong analytical and problem-solving skillsGood attentio...,"Google Sheets, Excel, Google Forms, Data Analysis, Data Analysis, Excel Sheet, Google",1 day ago,True,1,4,On-site,['Hyderabad(Banjara hills +1)'],"['Google Sheets', 'Excel', 'Google Forms', 'Data Analysis', 'Data Analysis', 'Excel Sheet', 'Google']",3.0,3.75,True
Data Analyst,Sunshine Pediatric And Family Clinic Private,1-2,2.25-3.5 Lacs PA,Remote,Required Skills. Strong analytical and problem-solving skills. . Advanced Microsoft Exc...,"Data Analysis, Communication Skills, Power BI, Data Analysis, Data Visualization, Us Healthcare",1 day ago,True,1,2,Remote,['Remote'],"['Data Analysis', 'Communication Skills', 'Power BI', 'Data Analysis', 'Data Visualization', 'Us Healthcare']",2.25,3.5,True
Data Analyst,3i Infotech,2-3,4.5-5 Lacs PA,Mumbai(Lower Parel),Responsibilities:Collaborate with cross-functional teams on project deliverablesAnalyze...,"SQL, Query Writing, Data Analysis, Data Visualization, Data Extraction, Data Cleansing, Advance Sql, ETL",2 days ago,True,2,3,On-site,['Mumbai(Lower Parel)'],"['SQL', 'Query Writing', 'Data Analysis', 'Data Visualization', 'Data Extraction', 'Data Cleansing', 'Advance Sql', 'ETL']",4.5,5.0,True
Data Analyst,bp,3-6,12-15 Lacs PA,Pune,Shift Timings - 12:30 PM 9 PM ISTBachelor s degree or equivalent experience or equivale...,"Power BI, Data Visualization, Data Analysis, SQL, Python, Sql Joins, Dashboards, Data Analysis",1 week ago,True,3,6,On-site,['Pune'],"['Power BI', 'Data Visualization', 'Data Analysis', 'SQL', 'Python', 'Sql Joins', 'Dashboards', 'Data Analysis']",12.0,15.0,True
"Data Analyst(Alteryx, Tableau Mandatory)",Vipany Management Consulting,2-4,9-11 Lacs PA,Hyderabad,". Bachelors Degree or Associate s Degree in Business, Analytics, or a related disciplin...","Alteryx, Tableau, SQL, Data Analysis, Data Visualization, Data Analysis, Data Reporting",3 days ago,True,2,4,On-site,['Hyderabad'],"['Alteryx', 'Tableau', 'SQL', 'Data Analysis', 'Data Visualization', 'Data Analysis', 'Data Reporting']",9.0,11.0,True
Data Analyst,ti Steps,0-1,3.5-6.5 Lacs PA,"Hyderabad, Chennai, Bengaluru",The ideal candidate should have strong technical expertise across the entire developmen...,"Data Management, Data Analysis, Data Cleansing, Data Reporting, Power BI, Data Visualization, Tableau, Data Analysis",1 week ago,True,0,1,On-site,"['Hyderabad', 'Chennai', 'Bengaluru']","['Data Management', 'Data Analysis', 'Data Cleansing', 'Data Reporting', 'Power BI', 'Data Visualization', 'Tableau', 'Data Analysis']",3.5,6.5,True
Data Analyst (Female),Leading Client,0-2,,Hazaribagh,Strong analytical and problem-solving skills are required,"Data Analysis, Python, Business Data, Business Insights, Power BI, Google Sheets, SQL",2 days ago,False,0,2,On-site,['Hazaribagh'],"['Data Analysis', 'Python', 'Business Data', 'Business Insights', 'Power BI', 'Google Sheets', 'SQL']",,,False
AI and Data-Fraud Data Analyst-VG-W6-ES and F0121,EY,5-10,,Hyderabad,EWT will also support our internal technology needs by focusing on a better user experi...,"S3, Matplotlib, Coaching, Architecture, Power BI, Feature Engineering, Ai",1 week ago,False,5,10,On-site,['Hyderabad'],"['S3', 'Matplotlib', 'Coaching', 'Architecture', 'Power BI', 'Feature Engineering', 'Ai']",,,False
Data Analyst,Cielo Talent,2-4,,Bengaluru,2+ years of experience in Retail and Merchandising reporting Experience working with AI...,"Power BI, Data Analysis, Advanced Excel, SQL, Python, Retail Analytics, Tableau, Data Analysis",1 day ago,False,2,4,On-site,['Bengaluru'],"['Power BI', 'Data Analysis', 'Advanced Excel', 'SQL', 'Python', 'Retail Analytics', 'Tableau', 'Data Analysis']",,,False
Data Analyst,Tata Technologies,3-8,,Pune,"Minimum Requirements: . Bachelors degree in supply chain management, Data Science, Busi...","Snowflake, Data Analysis, Power BI, Regulatory Compliance, Sales, Marketing, Tableau",1 day ago,False,3,8,On-site,['Pune'],"['Snowflake', 'Data Analysis', 'Power BI', 'Regulatory Compliance', 'Sales', 'Marketing', 'Tableau']",,,False
Data Analyst - CB&P CDO,Barclays,1-8,,Pune,". Hands-on experience with SQL, Python, AWS, and data analytics tools for data extracti...","Automation, Data Management, Senior Analyst, Data Quality, Risk Management, Continuous Improvement",2 days ago,False,1,8,On-site,['Pune'],"['Automation', 'Data Management', 'Senior Analyst', 'Data Quality', 'Risk Management', 'Continuous Improvement']",,,False
Data Analyst,Apptad,0-3,,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",Required Skills . Strong knowledge of Financial Analysis and MIS Reporting. . Advanced ...,"Tally, Erp, Financial Statements, Financial Analysis, Financial Planning, Business Planning, Cash Flow, Budgeting",3 days ago,False,0,3,On-site,"['Prayagraj', 'Varanasi', 'Ghaziabad', 'Kanpur', 'Lucknow', 'Agra']","['Tally', 'Erp', 'Financial Statements', 'Financial Analysis', 'Financial Planning', 'Business Planning', 'Cash Flow', 'Budgeting']",,,False
Data Analyst,Sunbrilo Technology,3-8,,"Pune, Bengaluru","Preferred Qualifications: . Bachelors degree in Data Science, Information Systems, Comp...","Data Analysis, Data Migration, SQL, Python, Saas Environment, ETL, Environment, Saas",1 day ago,False,3,8,On-site,"['Pune', 'Bengaluru']","['Data Analysis', 'Data Migration', 'SQL', 'Python', 'Saas Environment', 'ETL', 'Environment', 'Saas']",,,False
Data Analyst,MAN Truck & Bus,4-6,,Pune,. Microsoft Certified: Power BI Data Analyst Associate (PL300) . Experience with enterp...,"Microsoft Power Bi, Advanced Analytics, Python, Data Analysis, Data Analysis, SAP, Performance Tuning, Software Testing",1 week ago,False,4,6,On-site,['Pune'],"['Microsoft Power Bi', 'Advanced Analytics', 'Python', 'Data Analysis', 'Data Analysis', 'SAP', 'Performance Tuning', 'Software Testing']",,,False
Data Analyst,Chartered Speed,0-1,,Ahmedabad(Sanathal),"Job Summary:(Only for Female) We are looking for a Data Analyst to collect, analyze, an...","Power BI, Business Intelligence, Data Analysis, Data Analysis",2 weeks ago,False,0,1,On-site,['Ahmedabad(Sanathal)'],"['Power BI', 'Business Intelligence', 'Data Analysis', 'Data Analysis']",,,False
Data Analyst,Rishabh Gupta Corp,0-4,3-5 Lacs PA,"Mumbai (All Areas)(Gamdevi), Hughes Road Gamdevi, Grant Road West","Utilize techniques (coding preferred) to manipulate and analyze data, build data models...","Artificial Intelligence, Statistical Modeling, Data Analysis, Statistics, Python, Data Visualization, SQL",2 weeks ago,True,0,4,On-site,"['Mumbai (All Areas)(Gamdevi)', 'Hughes Road Gamdevi', 'Grant Road West']","['Artificial Intelligence', 'Statistical Modeling', 'Data Analysis', 'Statistics', 'Python', 'Data Visualization', 'SQL']",3.0,5.0,True
Data Analyst,Tradeweb,2-4,,Bengaluru,"The ideal candidate will possess strong technical expertise in SQL and Python, along wi...","Snowflake, Cd, Ci Cd Pipeline, Business Intelligence, Tools, Ci/Cd, Tableau, Verbal Communication",1 day ago,False,2,4,On-site,['Bengaluru'],"['Snowflake', 'Cd', 'Ci Cd Pipeline', 'Business Intelligence', 'Tools', 'Ci/Cd', 'Tableau', 'Verbal Communication']",,,False
Sustainability Data Analyst,Thomson Reuters,2-7,,Mumbai,"Proven experience in data analysis, preferably 2+ years, with demonstrated ability to w...","Stakeholder Engagement, Data Analysis, Market Intelligence, Labour, Data Quality, Data Visualization",1 day ago,False,2,7,On-site,['Mumbai'],"['Stakeholder Engagement', 'Data Analysis', 'Market Intelligence', 'Labour', 'Data Quality', 'Data Visualization']",,,False
Data Analyst,Financial Service,5-10,,Pune,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Pune'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
ESG Data Analyst,SunTec India,0-2,50000-2 Lacs PA,New Delhi(Pitampura),Skills & Qualifications Required: . Educational Background: Graduate in Commerce or Sci...,"Backend Operations, Computer Operator, Back Office, Back Office Support, Data Entry Operation, Researc, Data Entry, Backend",Few hours ago,True,0,2,On-site,['New Delhi(Pitampura)'],"['Backend Operations', 'Computer Operator', 'Back Office', 'Back Office Support', 'Data Entry Operation', 'Researc', 'Data Entry', 'Backend']",50000.0,2.0,True
Factory supervision and Data Analyst ( fertilizer industry),Phoenix Plants Lifesaver,2-4,3-4.5 Lacs PA,Panipat,"Candidates having experience in manufacturing, fertilizer, or chemical industries with ...","Advanced Excel, Data Analysis, Team Management, Inventory Management, Stock Management, Production Management, Documentation, Mis Reporting",4 days ago,True,2,4,On-site,['Panipat'],"['Advanced Excel', 'Data Analysis', 'Team Management', 'Inventory Management', 'Stock Management', 'Production Management', 'Documentation', 'Mis Reporting']",3.0,4.5,True
Data Analyst,The Kpi Institute,2-5,,Remote,Develop and maintain complex data models and dashboards to support business decision-...,"Algorithms, Data Analysis, Data Analysis, Business Intelligence, Power BI, Data Integrity, 8D, Dashboards",4 days ago,False,2,5,Remote,['Remote'],"['Algorithms', 'Data Analysis', 'Data Analysis', 'Business Intelligence', 'Power BI', 'Data Integrity', '8D', 'Dashboards']",,,False
Data Analyst,Viaprom Technologies,2-5,,Bengaluru,Role Overview: We at VIAPROM are seeking a skilled Data Analyst with 2-5 years of exper...,"Python, Data Analysis, Data Analysis, Automation, Data Validation, Data Processing",5 days ago,False,2,5,On-site,['Bengaluru'],"['Python', 'Data Analysis', 'Data Analysis', 'Automation', 'Data Validation', 'Data Processing']",,,False
Data Analyst,Statusneo Technology Consulting,5-10,14-22.5 Lacs PA,Bengaluru(Whitefield),Work with Python / Django-based Frameworks [DI1] where requiredMake lightweight UI or w...,"Dashboards, Reporting, SQL, Python, Data Analysis, Data Analysis",3 days ago,True,5,10,On-site,['Bengaluru(Whitefield)'],"['Dashboards', 'Reporting', 'SQL', 'Python', 'Data Analysis', 'Data Analysis']",14.0,22.5,True
Data Analyst,Knowledge Park,2-7,,Mumbai,. M Tech (Data Science) / M Sc (Statistics) / MBA (Business Analytics) or equivalent fr...,"Automation, Business Analytics, Data Collection, Power BI, Senior Business Analyst, Data Analysis",1 week ago,False,2,7,On-site,['Mumbai'],"['Automation', 'Business Analytics', 'Data Collection', 'Power BI', 'Senior Business Analyst', 'Data Analysis']",,,False
Data Analyst,Knowledge Park,2-7,,Mumbai Suburban,. M Tech (Data Science) / M Sc (Statistics) / MBA (Business Analytics) or equivalent fr...,"Automation, Business Analytics, Data Collection, Power BI, Senior Business Analyst, Data Analysis",2 weeks ago,False,2,7,On-site,['Mumbai Suburban'],"['Automation', 'Business Analytics', 'Data Collection', 'Power BI', 'Senior Business Analyst', 'Data Analysis']",,,False
S&C GN - Data&AI - Resources -  Analyst,Accenture,4-8,,Bengaluru,About The Role  TBD Qualification TBD,"Python, Data Analysis, Machine Learning, Artificial Intelligence, SQL, Data Analysis, Natural Language Processing, Data Mining",3 days ago,False,4,8,On-site,['Bengaluru'],"['Python', 'Data Analysis', 'Machine Learning', 'Artificial Intelligence', 'SQL', 'Data Analysis', 'Natural Language Processing', 'Data Mining']",,,False
Data Analyst,Data Economy,8-13,,Gurugram,"Shift Time - 12 PM to 8:30 PM IST . Role Summary  . CFA designation preferred, or curre...","Consulting, Senior Data Analyst, Power BI, Data Analysis, Asset Management, SQL",1 week ago,False,8,13,On-site,['Gurugram'],"['Consulting', 'Senior Data Analyst', 'Power BI', 'Data Analysis', 'Asset Management', 'SQL']",,,False
Data Analyst,MAN Truck & Bus,3-5,,Pune,"Flexibility, initiative, and strong communication skills in English . Proficiency in MS...","Python, Data Analysis, SAP, Mathematics, Sap Business Warehouse, Business Intelligence, Power BI, Sap Analytics Cloud",1 day ago,False,3,5,On-site,['Pune'],"['Python', 'Data Analysis', 'SAP', 'Mathematics', 'Sap Business Warehouse', 'Business Intelligence', 'Power BI', 'Sap Analytics Cloud']",,,False
Data Analyst,Motivity Labs,5-10,,Hyderabad,Requirements: . 25 years of relevant experienceExperience: 5+ Years Hands-on experience...,"Business Intelligence, Data Visualization, Sql Queries, Data Analysis, SQL, Bi Tools, Power BI, Dashboards",1 day ago,False,5,10,On-site,['Hyderabad'],"['Business Intelligence', 'Data Visualization', 'Sql Queries', 'Data Analysis', 'SQL', 'Bi Tools', 'Power BI', 'Dashboards']",,,False
Data Analyst (IoT),Log9 Materials,0-6,,Bengaluru,Work Type: Full Time . Qualifications . Master s or Bachelors degree in a relevant fiel...,"SAS, Big Data Analytics, Customer Service, Business Intelligence, Macros, Reporting Tools",3+ weeks ago,False,0,6,On-site,['Bengaluru'],"['SAS', 'Big Data Analytics', 'Customer Service', 'Business Intelligence', 'Macros', 'Reporting Tools']",,,False
Data Analyst,Tata Consultancy Services,8-11,,Nagpur,Job Description: Data Analyst Experience RequiredData Analyst: 8-10 yearsSenior Data An...,"Shell Scripting, Data Analysis, ETL, Life Insurance, Plsql, Python, SQL",2 days ago,False,8,11,On-site,['Nagpur'],"['Shell Scripting', 'Data Analysis', 'ETL', 'Life Insurance', 'Plsql', 'Python', 'SQL']",,,False
Data Analyst,MAN Truck & Bus,5-8,,Pune,"Flexibility, initiative, and strong communication skills in English . Advanced proficie...","Business Intelligence, Vlookup, Dashboards, Report Automation, SQL, Automation, Advanced Excel, Reporting",1 day ago,False,5,8,On-site,['Pune'],"['Business Intelligence', 'Vlookup', 'Dashboards', 'Report Automation', 'SQL', 'Automation', 'Advanced Excel', 'Reporting']",,,False
Data Analyst,Policybazaar,2-6,6-10 Lacs PA,Gurugram,Design and maintain databases using relational databases such as MySQL or PostgreSQL. J...,"SQL, Data Analysis, Data Visualization, Tableau, Data Analysis, Python",2 days ago,True,2,6,On-site,['Gurugram'],"['SQL', 'Data Analysis', 'Data Visualization', 'Tableau', 'Data Analysis', 'Python']",6.0,10.0,True
Data Analyst,Siemens,3-8,,Bengaluru,"Bachelors degree in Data Science, Statistics, Computer Science, or equivalent 3+ years ...","Python, Project Management, Data Processing, Data Warehousing, Business Intelligence, Sales, SQL",1 week ago,False,3,8,On-site,['Bengaluru'],"['Python', 'Project Management', 'Data Processing', 'Data Warehousing', 'Business Intelligence', 'Sales', 'SQL']",,,False
Data Analyst,Bajaj Finance,1-2,,Pune,"Graduate or PostGraduate in Computer Science, Information Technology, or Data Science /...","Azure, Eda, Power BI, Big Data, Tableau, Elt, Devops",1 week ago,False,1,2,On-site,['Pune'],"['Azure', 'Eda', 'Power BI', 'Big Data', 'Tableau', 'Elt', 'Devops']",,,False
Data Analyst,PwC Service Delivery Center,2-5,,Bengaluru,Shift Timing : 3:00 PM - 12:00 AM. Required Knowledge / Skills (BQ): Strong experience ...,"Power BI, Dax, ETL, Python, SQL, Data Engineering, Data Visualization, Data Extraction",1 week ago,False,2,5,On-site,['Bengaluru'],"['Power BI', 'Dax', 'ETL', 'Python', 'SQL', 'Data Engineering', 'Data Visualization', 'Data Extraction']",,,False
Data Analyst - App Data,Greedygame Media,2-5,,Bengaluru,"Requirements . 2 4 years of experience in Product Analytics, Data Analytics, or Growth ...","Product Quality, Health Insurance, Data Analysis, Publishing, Power BI, Data Analysis, Data Visualization",2 weeks ago,False,2,5,On-site,['Bengaluru'],"['Product Quality', 'Health Insurance', 'Data Analysis', 'Publishing', 'Power BI', 'Data Analysis', 'Data Visualization']",,,False
Data Analyst,Salespoint,0-3,,Remote,Requires Bachelor s in Technology Engineering + 6 months experienceProficiency in SQL a...,"Media Marketing, Machine Learning, Cloud, Manager Technology, Market Assessment, E-Commerce",2 days ago,False,0,3,Remote,['Remote'],"['Media Marketing', 'Machine Learning', 'Cloud', 'Manager Technology', 'Market Assessment', 'E-Commerce']",,,False
DATA ANALYST L3,Wipro,3-5,,Pune,Experience: 3-5 Years . . .,"Data Validation, Automation, Business Analytics, Digital Transformation, Emr, Reporting Tools",1 week ago,False,3,5,On-site,['Pune'],"['Data Validation', 'Automation', 'Business Analytics', 'Digital Transformation', 'Emr', 'Reporting Tools']",,,False
Data Analyst,Cargill,4-7,10-16 Lacs PA,Bengaluru,"Bachelors degree in Data Science, Statistics, Computer Science, Business Analytics, or ...","Power BI, Data Science, Al/Ml, Snowflake, Aws, Predictive Modeling, Big Data, Power Platform",4 days ago,True,4,7,On-site,['Bengaluru'],"['Power BI', 'Data Science', 'Al/Ml', 'Snowflake', 'Aws', 'Predictive Modeling', 'Big Data', 'Power Platform']",10.0,16.0,True
Data Analyst Proficient,Softtek,3-5,,Bengaluru,Data Analyst Proficient . Role Description . Data Quality with experience in Analytics ...,"Data Validation, Agile, Data Governance, Data Quality, Business Intelligence, Stakeholder Management",1 day ago,False,3,5,On-site,['Bengaluru'],"['Data Validation', 'Agile', 'Data Governance', 'Data Quality', 'Business Intelligence', 'Stakeholder Management']",,,False
Data Analyst,Financial Service,5-10,,Bengaluru,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Bengaluru'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst,Prospect Info Solution,1-5,,Noida,"Analyze complex data sets to identify trends and patterns, providing insights to stake...","Database Maintenance, Python, Macros, Data Analysis, Data Analysis, Data Mining, Predictive Analytics, Power BI",1 week ago,False,1,5,On-site,['Noida'],"['Database Maintenance', 'Python', 'Macros', 'Data Analysis', 'Data Analysis', 'Data Mining', 'Predictive Analytics', 'Power BI']",,,False
