title,company,experience,salary,location,description,skills,posted,salary_disclosed,min_experience,max_experience,work_mode,location_list,skills_list,min_salary,max_salary,salary_in_lacs
Data Analyst,Admini Boosting Productivity,1-4,,Siliguri,Admini Boosting Productivity is looking for Data Analyst to join our dynamic team and e...,"Master Data, Metadata, Python, Data Analysis, Data Management, Data Analysis, Data Validation",3+ weeks ago,False,1,4,On-site,['Siliguri'],"['Master Data', 'Metadata', 'Python', 'Data Analysis', 'Data Management', 'Data Analysis', 'Data Validation']",,,False
Data Analyst,MRO,3-5,,Pune,Understand and perform data exploration and data mining of healthcare clinical and clai...,"It Services, Data Migration, Linux, Consulting, Hipaa, Data Mining, Jira, Project Delivery",3+ weeks ago,False,3,5,On-site,['Pune'],"['It Services', 'Data Migration', 'Linux', 'Consulting', 'Hipaa', 'Data Mining', 'Jira', 'Project Delivery']",,,False
Data Analyst,Leading Client,3-5,,Hyderabad,Databases & Warehousing . SQL Databases: MySQL(Preferred),"Data Analysis, Rds, Bi Tool, SQL, Cloud, Bi Tools, Automation",2 weeks ago,False,3,5,On-site,['Hyderabad'],"['Data Analysis', 'Rds', 'Bi Tool', 'SQL', 'Cloud', 'Bi Tools', 'Automation']",,,False
Data Analyst,Wipro,4-9,10-18 Lacs PA,Bengaluru,"Strong experience with CTEs, Window Functions, ETL processes, Data Modeling, Python (Pa...","Snowflake, Financial Data, Tableau, SQL, Python, Financial Services, Financial Analytics, Sigma",2 weeks ago,True,4,9,On-site,['Bengaluru'],"['Snowflake', 'Financial Data', 'Tableau', 'SQL', 'Python', 'Financial Services', 'Financial Analytics', 'Sigma']",10.0,18.0,True
Data Analyst & Client Engagement,Leading Staffing Company - Mahasurya,2-7,,Pune(Moshi),"Manage client relationships, ensure timely CV delivery, coordinate interviews, collect ...","Advanced Excel, Mis Reporting, Account Management, Client Engagement, Client Relationship, Power BI, Client Partner, Recruitment Delivery",1 week ago,False,2,7,On-site,['Pune(Moshi)'],"['Advanced Excel', 'Mis Reporting', 'Account Management', 'Client Engagement', 'Client Relationship', 'Power BI', 'Client Partner', 'Recruitment Delivery']",,,False
Data Analyst,MS Guide World,1-4,,Pune,"The ideal candidate will have expertise in gathering, analyzing, and translating data ...","Automation, Data Analysis, SAP, Data Modeling, Hyperion, Sap Crm, Business Intelligence",3+ weeks ago,False,1,4,On-site,['Pune'],"['Automation', 'Data Analysis', 'SAP', 'Data Modeling', 'Hyperion', 'Sap Crm', 'Business Intelligence']",,,False
Data Analyst,Han Digital Solution,1-2,,"Vijayawada, Visakhapatnam, Guntur, Nellore",Certifications : Power BI or data analytics certifications preferred,"SAP, Trend Analysis, Power BI, Data Analysis, Budgeting, Vendor, Forecasting",3+ weeks ago,False,1,2,On-site,"['Vijayawada', 'Visakhapatnam', 'Guntur', 'Nellore']","['SAP', 'Trend Analysis', 'Power BI', 'Data Analysis', 'Budgeting', 'Vendor', 'Forecasting']",,,False
Data Analyst,DCB Bank,4-9,13-17 Lacs PA,Mumbai (All Areas),"Preferred Qualifications . - Knowledge of modern data formats (Parquet, Avro, ORC). - E...","Kafka, Spark, ETL, Data Analysis, Python, Data Analysis",3+ weeks ago,True,4,9,On-site,['Mumbai (All Areas)'],"['Kafka', 'Spark', 'ETL', 'Data Analysis', 'Python', 'Data Analysis']",13.0,17.0,True
Ship Data Analyst,Damico Ship Ishima,1-2,1-6 Lacs PA,"Mumbai(Andheri Kurla Road), Mumbai Suburban, Mumbai (All Areas)","Conduct training sessions for Masters, Chief Engineers, and Officers on data reporting ...","Ship Data Analyst, Power BI, Powerpoint, Sharepoint, Data Validation, Port Operations, Document Management System, Fueleu",1 week ago,True,1,2,On-site,"['Mumbai(Andheri Kurla Road)', 'Mumbai Suburban', 'Mumbai (All Areas)']","['Ship Data Analyst', 'Power BI', 'Powerpoint', 'Sharepoint', 'Data Validation', 'Port Operations', 'Document Management System', 'Fueleu']",1.0,6.0,True
Data Analyst,Lloyds Technology Centre India,2-6,,Hyderabad,". Must have Skill - PowerBI, SQL, Group Data Warehouse, and ETL / reporting from Genesy...","Change Management, Data Management, Management Systems, It Security, Strategic Planning, Support Services, Risk Management",3+ weeks ago,False,2,6,On-site,['Hyderabad'],"['Change Management', 'Data Management', 'Management Systems', 'It Security', 'Strategic Planning', 'Support Services', 'Risk Management']",,,False
Data Analyst,Lloyds Technology Centre India,2-5,,Hyderabad,"Must have Skill - . PowerBI, SQL, Group Data Warehouse, and ETL / reporting from Genesy...","Change Management, Data Management, Management Systems, It Security, Strategic Planning, Support Services, Risk Management",3+ weeks ago,False,2,5,On-site,['Hyderabad'],"['Change Management', 'Data Management', 'Management Systems', 'It Security', 'Strategic Planning', 'Support Services', 'Risk Management']",,,False
Data Analyst,Nestle,1-3,,Gurugram,"Preferred candidate profile . Experience: 12 years in a data analytics, MIS, or busines...","Mis Analysis, Data Analysis, Advanced Excel, Mis, Excel",3+ weeks ago,False,1,3,On-site,['Gurugram'],"['Mis Analysis', 'Data Analysis', 'Advanced Excel', 'Mis', 'Excel']",,,False
Data Analyst - Noida,Optum,4-8,16-25 Lacs PA,Noida,"Shifts: GeneralPresent written and verbal data analysis findings, to both the project t...","Hive, Pyspark, Delta Lake, Azure, Python, Kubernetes, Adf, Terraform",3+ weeks ago,True,4,8,On-site,['Noida'],"['Hive', 'Pyspark', 'Delta Lake', 'Azure', 'Python', 'Kubernetes', 'Adf', 'Terraform']",16.0,25.0,True
Data Analyst,Cognizant,4-9,,Hyderabad,Preferred Profile . 38 years of experience in Data Analytics / BI rolesHands-on experie...,"Tableau, Advance Sql, SQL, Data Analysis",2 weeks ago,False,4,9,On-site,['Hyderabad'],"['Tableau', 'Advance Sql', 'SQL', 'Data Analysis']",,,False
Data Analyst,Rpa Infotech,1-3,,Gurugram,Minimum of 1 year of experience in Analytics in the Retail domain. Background in Engine...,"Data Analysis, Ms Sql, Excel, Bfsi, Business Analytics, Postgresql, MySQL, Predictive Modeling",3+ weeks ago,False,1,3,On-site,['Gurugram'],"['Data Analysis', 'Ms Sql', 'Excel', 'Bfsi', 'Business Analytics', 'Postgresql', 'MySQL', 'Predictive Modeling']",,,False
Data Analyst,Awesome Analytics,1-4,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Bachelors or Masters degree in Data Analytics / Data ScienceTechnical Skills: Minimum 2...,"Excel, Macros, Data Analysis, Vba, Mis, Advanced Excel, Msbi",3+ weeks ago,False,1,4,On-site,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']","['Excel', 'Macros', 'Data Analysis', 'Vba', 'Mis', 'Advanced Excel', 'Msbi']",,,False
Data Analyst,Logic Planet,3-6,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Data Analyst profiles (around 3 years of experience) who have strong experience in Data...,"Llm, Finance, Healthcare, Data Analysis",3+ weeks ago,False,3,6,On-site,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']","['Llm', 'Finance', 'Healthcare', 'Data Analysis']",,,False
Data Analyst,Hitachi Digital Services,2-5,,Hyderabad,"Bachelors degree in a related field such as statistics, mathematics, computer science, ...","Communication Skillsbusiness Requirements, Data Analysis, Time Management, Statistics, SQL, Time Managements",3+ weeks ago,False,2,5,On-site,['Hyderabad'],"['Communication Skillsbusiness Requirements', 'Data Analysis', 'Time Management', 'Statistics', 'SQL', 'Time Managements']",,,False
Data Analysts,Icare Academy Hyderabad,1-4,,Hyderabad,Job Description    Role Purpose    The purpose of this role is to interpret data and ...,"Analytics Reporting, Automation, Data Validation, Sales, Business Analytics, Csat",3+ weeks ago,False,1,4,On-site,['Hyderabad'],"['Analytics Reporting', 'Automation', 'Data Validation', 'Sales', 'Business Analytics', 'Csat']",,,False
Data Analyst,Gyantu,2-7,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Good written and verbal communication skills. Education: . Bachelors degree in Computer...,"Training, E-Learning, Database Design, Database, Troubleshooting, Data Mining",3+ weeks ago,False,2,7,On-site,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']","['Training', 'E-Learning', 'Database Design', 'Database', 'Troubleshooting', 'Data Mining']",,,False
Data Analyst,Reliance Games,2-5,,Pune,Bachelor s Degree or MBA along with Data Analytical . Critical Thinking: Data analysts ...,"Communication Skills, R, Social Media, Analytical Skills, Data Analysis, Data Visualization, Tableau",3+ weeks ago,False,2,5,On-site,['Pune'],"['Communication Skills', 'R', 'Social Media', 'Analytical Skills', 'Data Analysis', 'Data Visualization', 'Tableau']",,,False
Data Analyst,Godrej koerber Supply Chain Ltd,3-5,,Mumbai,Preferred Same as above . Requisite Experience  Min 3 5 years hands on experience in da...,"Computer Science, Process Optimization, Excel, Data Collection, Data Quality, Information Technology, SQL",3+ weeks ago,False,3,5,On-site,['Mumbai'],"['Computer Science', 'Process Optimization', 'Excel', 'Data Collection', 'Data Quality', 'Information Technology', 'SQL']",,,False
Data Analyst,Bright Infotech,2-5,,Mumbai,We are looking for a highly skilled Data Analyst with 2 to 5 years of experience to joi...,"Tableau, Excel, Power BI, SQL, Python, Data Analysis, Business Intelligence",3+ weeks ago,False,2,5,On-site,['Mumbai'],"['Tableau', 'Excel', 'Power BI', 'SQL', 'Python', 'Data Analysis', 'Business Intelligence']",,,False
Data Analyst,Tech Stalwart Solution,6-9,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","6+ years of experience in Data Analysis  - Technical proficiency in SQL, Python, PySpar...","Data Analysis, Scala, SQL, Python",3+ weeks ago,False,6,9,On-site,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']","['Data Analysis', 'Scala', 'SQL', 'Python']",,,False
Data Analyst,Indian School of Business & Finance (ISBF),2-5,,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",The role supports the Data Governance Lead and Bharti Institute s technical advisory te...,"Data Analysis, Metadata, SAS, Data Management, Compliance, E-Governance, Data Governance",3+ weeks ago,False,2,5,On-site,"['Prayagraj', 'Varanasi', 'Ghaziabad', 'Kanpur', 'Lucknow', 'Agra']","['Data Analysis', 'Metadata', 'SAS', 'Data Management', 'Compliance', 'E-Governance', 'Data Governance']",,,False
Data Governance Analyst,Global Business Ser 4u,5-10,,Mumbai,Required Knowledge and Experience: . At least 5 years of experience developing / struct...,"Business Process, Metadata, Architecture, Data Modeling, Data Governance, Data Quality, Investment Management, Business Intelligence",1 week ago,False,5,10,On-site,['Mumbai'],"['Business Process', 'Metadata', 'Architecture', 'Data Modeling', 'Data Governance', 'Data Quality', 'Investment Management', 'Business Intelligence']",,,False
Data Analyst,Tata Consultancy Services,8-12,15-30 Lacs PA,Pune,Greetings From Tata Consultancy ServicesTCS is Hiring for Data AnalystExperience : 8-12...,"SQL, Python, Data Analysis",2 weeks ago,True,8,12,On-site,['Pune'],"['SQL', 'Python', 'Data Analysis']",15.0,30.0,True
Data Analyst,Maruti Suzuki,3-8,,Bengaluru,Experience    Minimum: 3 Year (s)   Maximum: 5 Year (s)       Job Role Responsibilit...,"Data Analysis, Technical Writing, Cognos, Data Mining, Cisco, Monitoring",3+ weeks ago,False,3,8,On-site,['Bengaluru'],"['Data Analysis', 'Technical Writing', 'Cognos', 'Data Mining', 'Cisco', 'Monitoring']",,,False
DATA ANALYST,Scaleup Mission IT services,3-4,,Bengaluru,Scaleup Mission is looking for DATA ANALYST to join our dynamic team and embark on a re...,"Operations Management, Operations Analyst, Hr, Business Strategy, Data Analysis",3+ weeks ago,False,3,4,On-site,['Bengaluru'],"['Operations Management', 'Operations Analyst', 'Hr', 'Business Strategy', 'Data Analysis']",,,False
Data Analyst,Barclays,3-5,,Pune,"As a part of team of developers, you will deliver technology stack, using strong analyt...","Hive, Continuous Integration, Scala, Pyspark, Ci/Cd, Bitbucket, Distributed Computing, Control-M",3+ weeks ago,False,3,5,On-site,['Pune'],"['Hive', 'Continuous Integration', 'Scala', 'Pyspark', 'Ci/Cd', 'Bitbucket', 'Distributed Computing', 'Control-M']",,,False
Engineer I - Postgres Developer and Data Analyst,American Express Global Business Travel,5-10,,Bengaluru,Bachelor s degree in Technology with minimum 5 years of experience as a Data Analyst or...,"Data Migration, Data Analysis, Expense Management, Customer Service, Business Intelligence",3+ weeks ago,False,5,10,On-site,['Bengaluru'],"['Data Migration', 'Data Analysis', 'Expense Management', 'Customer Service', 'Business Intelligence']",,,False
Data & AI Analyst,Pozent,0-1,,Chennai,"Experience: 0-1 Years . Employment Type: full time . Key Skills: Collect, clean, and an...","Computer Science, Automation, Skill Development, Data Science, Machine Learning, Information Technology, SQL",2 weeks ago,False,0,1,On-site,['Chennai'],"['Computer Science', 'Automation', 'Skill Development', 'Data Science', 'Machine Learning', 'Information Technology', 'SQL']",,,False
Data Analyst,Z2plus Placement & Security Agency Pvt. Ltd.,2-5,,Bengaluru,"- PowerBI (Including PowerPivot, PowerQuery and PowerView)  - Proficiency with cloud t...","Industry Research, Marketing Programs, Statistical Modeling, Sql Database, Data Modeling, Business Excellence, Data Mining",3+ weeks ago,False,2,5,On-site,['Bengaluru'],"['Industry Research', 'Marketing Programs', 'Statistical Modeling', 'Sql Database', 'Data Modeling', 'Business Excellence', 'Data Mining']",,,False
Data Analyst,Cargo Service Center India,4-6,,Mumbai,Proven working experience as a Data Analyst or Business Data Analyst,"Data Analysis, Database Design, SAS, Data Modeling, Xml, Data Mining, Javascript, Spss",2 weeks ago,False,4,6,On-site,['Mumbai'],"['Data Analysis', 'Database Design', 'SAS', 'Data Modeling', 'Xml', 'Data Mining', 'Javascript', 'Spss']",,,False
Engineer - Methods & Tools (Data Analyst),Premium Aerotec,6-11,,Bengaluru,"Data Engineering Skills: Proven experience in building and maintaining data pipelines, ...","Plm, Erp, Data Analysis, Change Management, Data Modeling, Agile, Scrum",3+ weeks ago,False,6,11,On-site,['Bengaluru'],"['Plm', 'Erp', 'Data Analysis', 'Change Management', 'Data Modeling', 'Agile', 'Scrum']",,,False
Data Analyst,Business Brio,1-2,,Kolkata,"Minimum undergraduate degree from a reputed university, preferably in STEM subjects or ...","Graphics, Minitab, Front End, Rdbms, MySQL, Spss, Macros",3+ weeks ago,False,1,2,On-site,['Kolkata'],"['Graphics', 'Minitab', 'Front End', 'Rdbms', 'MySQL', 'Spss', 'Macros']",,,False
SEO Data Analyst,Newfold Digital,4-6,,Mumbai,"Experience building, owning, and maintaining production level dashboards using Tableau ...","Cro, Health Insurance, Data Analysis, Web Analytics, Seo, Oracle",3+ weeks ago,False,4,6,On-site,['Mumbai'],"['Cro', 'Health Insurance', 'Data Analysis', 'Web Analytics', 'Seo', 'Oracle']",,,False
Data Analyst,CGI,4-8,8-16 Lacs PA,Hyderabad,Role & responsibilities  We are seeking a detail-oriented and curious Data Analyst to j...,"Data Analysis, ETL, Python",3 weeks ago,True,4,8,On-site,['Hyderabad'],"['Data Analysis', 'ETL', 'Python']",8.0,16.0,True
Analyst - Distribution Data Stewardship,AB,1-6,,Pune,. Salesforce / Microsoft Dynamics CRM skills are a plus. . SQL skills are a plus. Work ...,"Customer Management, Sales, Project Management, Data Governance, Data Integrity, Microsoft Dynamics, Monitoring",1 week ago,False,1,6,On-site,['Pune'],"['Customer Management', 'Sales', 'Project Management', 'Data Governance', 'Data Integrity', 'Microsoft Dynamics', 'Monitoring']",,,False
Data Engineer/ Data Analyst,Varaha Systems,2-4,,Bengaluru,"Experience . Bachelors or Masters degree in computer science, data engineering, or a re...","Computer Science, Gcp, Data Processing, Data Quality, Sensors, Continuous Improvement",2 weeks ago,False,2,4,On-site,['Bengaluru'],"['Computer Science', 'Gcp', 'Data Processing', 'Data Quality', 'Sensors', 'Continuous Improvement']",,,False
Data Analyst,Codelynks Software Solutions (P) Ltd,1-3,,Kochi,We are looking for a Data Analyst to take on a pivotal role in our organization by no...,"Data Analysis, Postgresql, Process Improvement, MySQL, Consulting, Machine Learning, SQL",3+ weeks ago,False,1,3,On-site,['Kochi'],"['Data Analysis', 'Postgresql', 'Process Improvement', 'MySQL', 'Consulting', 'Machine Learning', 'SQL']",,,False
Data Analyst,Sparix Global,5-10,,Noida,The Senior Data Analyst UHC Claims Platforms is a domain focused analytics role res...,"Data Analysis, Automation, Data Validation, Healthcare, Appeals, Cosmos",3+ weeks ago,False,5,10,On-site,['Noida'],"['Data Analysis', 'Automation', 'Data Validation', 'Healthcare', 'Appeals', 'Cosmos']",,,False
Data Analyst,Hexonica,3-5,,Pune,Role Responsibilities:     Graduate or Post Graduate in Computer Science   Work exp...,"Computer Science, Sql Queries, Data Analysis, Data Modeling, Bfsi, Relationship, Troubleshooting",3+ weeks ago,False,3,5,On-site,['Pune'],"['Computer Science', 'Sql Queries', 'Data Analysis', 'Data Modeling', 'Bfsi', 'Relationship', 'Troubleshooting']",,,False
Data Analyst,Oliver Wyman,2-5,,Gurugram,This role is for the Analyst in the compensation consulting teaM The position offers go...,"Administration, Data Analysis, Reinsurance, Data Validation, Data Reporting, Management Consulting, Automation Tools, Data Collection",3+ weeks ago,False,2,5,On-site,['Gurugram'],"['Administration', 'Data Analysis', 'Reinsurance', 'Data Validation', 'Data Reporting', 'Management Consulting', 'Automation Tools', 'Data Collection']",,,False
Data Analyst,Intello Labs,1-2,,Gurugram,. Disclaimer: This job description has been sourced from a public domain and may have b...,"Data Quality, Data Analysis, Interpretation, Dashboards, Quality",3+ weeks ago,False,1,2,On-site,['Gurugram'],"['Data Quality', 'Data Analysis', 'Interpretation', 'Dashboards', 'Quality']",,,False
Data Analyst,Countrees Services And Technologies,3-6,,Chennai,Recent Graduate Position Information and Requirements,"Commerce, Html, Data Analysis",3+ weeks ago,False,3,6,On-site,['Chennai'],"['Commerce', 'Html', 'Data Analysis']",,,False
Data Analyst,Spectrum Filtration,2-5,,Kolkata,"Advanced Excel Reporting:              Develop, maintain, and enhance complex E...","Macros, Erp, Data Analysis, SAP, Oracle, Pivot Table, Power BI, Vlookup",3+ weeks ago,False,2,5,On-site,['Kolkata'],"['Macros', 'Erp', 'Data Analysis', 'SAP', 'Oracle', 'Pivot Table', 'Power BI', 'Vlookup']",,,False
Data Analyst,Photon,8-13,,Chennai,"Must have: SQL, Power BI and / or Tableau Experience: Atleast 8 years . Good to have: P...","Tableau, Power BI, SQL, Python, Data Analysis, Business Intelligence",3+ weeks ago,False,8,13,On-site,['Chennai'],"['Tableau', 'Power BI', 'SQL', 'Python', 'Data Analysis', 'Business Intelligence']",,,False
Data Analyst,Amnet Digital,5-10,,Hyderabad,The ideal candidate should have experience working with large data sets and understand ...,"Product Management, Product Engineering, Business Analytics, Artificial Intelligence, Machine Learning, Agile, Healthcare",3+ weeks ago,False,5,10,On-site,['Hyderabad'],"['Product Management', 'Product Engineering', 'Business Analytics', 'Artificial Intelligence', 'Machine Learning', 'Agile', 'Healthcare']",,,False
Data Analyst,Cogniview,Not Mentioned,Unpaid,Visakhapatnam,Not Mentioned,Not Mentioned,Starts in 1-3 months,True,,,On-site,['Visakhapatnam'],['Not Mentioned'],,,False
Data Analyst,Aeries Technology,3-8,,Mumbai,"Aeries is Great Place to Work certified by GPTW Institute, reflecting our commitment to...","Automation, Business Analyst, Financial Analysis, Project Management, Consulting, Continuous Improvement, Stakeholder Management",3+ weeks ago,False,3,8,On-site,['Mumbai'],"['Automation', 'Business Analyst', 'Financial Analysis', 'Project Management', 'Consulting', 'Continuous Improvement', 'Stakeholder Management']",,,False
Data Analyst,EIPL,1-3,,New Delhi,We are seeking a highly motivated and detail-oriented Data Analyst / Executive Assist...,"Stakeholder Engagement, Data Analysis, Project Management, Process Improvement, Customer Support, Manager Quality Control, Data Mining",3+ weeks ago,False,1,3,On-site,['New Delhi'],"['Stakeholder Engagement', 'Data Analysis', 'Project Management', 'Process Improvement', 'Customer Support', 'Manager Quality Control', 'Data Mining']",,,False
"Data Analyst, AdTech/Omnichannel",Pulsepoint,3-5,,Mumbai,Description    Theres likely a reason youve taken the time out of your busy day to revi...,"Automation, Data Analysis, Coding, Project Management, Debugging, Workflow, Healthcare, Troubleshooting",3+ weeks ago,False,3,5,On-site,['Mumbai'],"['Automation', 'Data Analysis', 'Coding', 'Project Management', 'Debugging', 'Workflow', 'Healthcare', 'Troubleshooting']",,,False
Data Analyst,Lorven Technologies,3-8,,Chennai,"At least 3 years of work experience in analytics required, ideally in the healthcare or...","Hp Data Protector, Hipaa, Agile, Healthcare, Data Processing, Data Visualization",3+ weeks ago,False,3,8,On-site,['Chennai'],"['Hp Data Protector', 'Hipaa', 'Agile', 'Healthcare', 'Data Processing', 'Data Visualization']",,,False
Data Analyst,Conneqt,9-13,15-20 Lacs PA,Mumbai (All Areas),"Roles and Responsibilities : . Design, develop, and maintain master data management (MD...","Data Stewardship, Data Management, Data Governance, Business Intelligence, Power BI, Data Cleaning, Master Data Management, Data Analysis",3+ weeks ago,True,9,13,On-site,['Mumbai (All Areas)'],"['Data Stewardship', 'Data Management', 'Data Governance', 'Business Intelligence', 'Power BI', 'Data Cleaning', 'Master Data Management', 'Data Analysis']",15.0,20.0,True
Data Analyst,Synaptica Tech,1-3,,Hyderabad,"[{""Salary"":null , ""Remote_Job"":false , ""Posting_Title"":""Data Analyst"" , ""Is_Locked"":fal...","It Services, Data Analysis, Data Validation, Internship, SQL",3+ weeks ago,False,1,3,On-site,['Hyderabad'],"['It Services', 'Data Analysis', 'Data Validation', 'Internship', 'SQL']",,,False
Data Analyst,dt,6-11,5-11 Lacs PA,Hyderabad,"Bachelors degree in data science, statistics, computer science, information technology,...","Power BI, Excellent Communication In English, Advanced Excel, Excellent Verbal And Written Communication Skills, Written Communication, Data Analysis, Writing, Excel",3+ weeks ago,True,6,11,On-site,['Hyderabad'],"['Power BI', 'Excellent Communication In English', 'Advanced Excel', 'Excellent Verbal And Written Communication Skills', 'Written Communication', 'Data Analysis', 'Writing', 'Excel']",5.0,11.0,True
"Data analyst,Pan India",Z2plus Placement & Security Agency Pvt. Ltd.,2-5,,Remote,"Looking for a candidate with good understanding of BI Architecture, DWH, Data Modeling","Industry Research, Marketing Programs, Statistical Modeling, Sql Database, Data Modeling, Business Excellence, Data Mining",3+ weeks ago,False,2,5,Remote,['Remote'],"['Industry Research', 'Marketing Programs', 'Statistical Modeling', 'Sql Database', 'Data Modeling', 'Business Excellence', 'Data Mining']",,,False
Data Analyst,GIG Consultants,3-7,,New Delhi,Familiarity with data visualization tools to create interactive and dynamic reports. Di...,"Product Management, Business Communication, Data Analysis, Google Analytics, Digital Marketing, Secondary Research",3+ weeks ago,False,3,7,On-site,['New Delhi'],"['Product Management', 'Business Communication', 'Data Analysis', 'Google Analytics', 'Digital Marketing', 'Secondary Research']",,,False
Data Analyst,Lobotus Technology,3-5,,Bengaluru,Must know basic English languageMost important: Very Good hands on shortcut keys in excel,"Basic, Excel, Vlookup, Data Processing, Processing, Data Analysis, Process",3+ weeks ago,False,3,5,On-site,['Bengaluru'],"['Basic', 'Excel', 'Vlookup', 'Data Processing', 'Processing', 'Data Analysis', 'Process']",,,False
Data Governance and Data Analyst,Clifyx Technology,7-12,,Bengaluru,Fix DCRM issues . Must to have . SQL - expert to advance . Strong understanding of data...,"Data Analysis, Data Management, Billing, Data Governance, Data Quality, Json, Data Visualization",3+ weeks ago,False,7,12,On-site,['Bengaluru'],"['Data Analysis', 'Data Management', 'Billing', 'Data Governance', 'Data Quality', 'Json', 'Data Visualization']",,,False
Econometric Data Analyst,Micro1,2-7,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Masters or PhD in Economics, Statistics, Data Science, or related field is preferredExp...","Python, R, Economics, Data Analysis, Econometrics, Automation, Data Science",3+ weeks ago,False,2,7,On-site,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']","['Python', 'R', 'Economics', 'Data Analysis', 'Econometrics', 'Automation', 'Data Science']",,,False
Data Scientist/Data Engineer/Data Analyst,Indium Software,1-4,,Chennai,Job Title: Data Analyst Location: Chennai / Bangalore / Hyderabad / Pune Experience: 26...,"Performance Tuning, Data Validation, Git, Data Modeling, Machine Learning, Data Processing, Apache",3+ weeks ago,False,1,4,On-site,['Chennai'],"['Performance Tuning', 'Data Validation', 'Git', 'Data Modeling', 'Machine Learning', 'Data Processing', 'Apache']",,,False
Data Analyst,Chidhagni Consulting,1-4,,Bengaluru,"Strong attention to detail, with a focus on accuracy and quality in all work. Disclaime...","Microsoft Office, Emerging Technologies, Data Analysis, Design, Statistical Modeling, Process Improvement, Visualization Tools, Data Visualization",3+ weeks ago,False,1,4,On-site,['Bengaluru'],"['Microsoft Office', 'Emerging Technologies', 'Data Analysis', 'Design', 'Statistical Modeling', 'Process Improvement', 'Visualization Tools', 'Data Visualization']",,,False
Data Analyst,Hyperthink Systems,2-5,,Bengaluru,"Bachelor s or master s in computer science, Statistics, Mathematics, or a related field...","Data Analysis, Data Management, Project Management, Machine Learning, Data Mining, SQL, Python",3+ weeks ago,False,2,5,On-site,['Bengaluru'],"['Data Analysis', 'Data Management', 'Project Management', 'Machine Learning', 'Data Mining', 'SQL', 'Python']",,,False
Data Analyst,Diverse Lynx,5-7,,Bengaluru,Hands on experience on Data Visualization Tools like Power BI / AWS Quicksight. Good un...,"Basic, Excel, Senior Data Analyst, Power BI, Data Visualization, Aws, SQL, Python",3+ weeks ago,False,5,7,On-site,['Bengaluru'],"['Basic', 'Excel', 'Senior Data Analyst', 'Power BI', 'Data Visualization', 'Aws', 'SQL', 'Python']",,,False
Data Analyst,BMW Techworks India,3-6,,Pune,Develop and implement data analysis methods to improve digital tire diagnosis and TPMS...,"Database Maintenance, Python, Data Analysis, Modeling, SAS, Business Intelligence, Database Mirroring, Power BI",3 weeks ago,False,3,6,On-site,['Pune'],"['Database Maintenance', 'Python', 'Data Analysis', 'Modeling', 'SAS', 'Business Intelligence', 'Database Mirroring', 'Power BI']",,,False
Urgent Requirement For Data Analyst,Texport Industries,1-6,2.25-4.25 Lacs PA,Mumbai (All Areas)(Prabhadevi),Conduct data analysis to extract actionable insights and drive decision-making. . Explo...,"Advanced Excel, Pivot Table, Excel, Vlookup, Formulas, Pivot, Hlookup, Requirements",3 days ago,True,1,6,On-site,['Mumbai (All Areas)(Prabhadevi)'],"['Advanced Excel', 'Pivot Table', 'Excel', 'Vlookup', 'Formulas', 'Pivot', 'Hlookup', 'Requirements']",2.25,4.25,True
Data Analyst,Aaheli Consultants,5-8,,"Gurugram, Bengaluru",Develop and deploy interactive dashboards in Power BI using DAX and advanced data model...,"Power BI, Microsoft Power Bi, Data Cleansing, Power Query, SQL, Dax Queries, Azure Data Factory, Data Analysis",3+ weeks ago,False,5,8,On-site,"['Gurugram', 'Bengaluru']","['Power BI', 'Microsoft Power Bi', 'Data Cleansing', 'Power Query', 'SQL', 'Dax Queries', 'Azure Data Factory', 'Data Analysis']",,,False
Data Analyst,Eteam,1-3,,Pune,"Data management concepts like data sourcing, data lineage, data quality controls, data ...","Sql Queries, Data Management, Banking, Data Governance, Data Quality, Agile Methodology, Jira",3+ weeks ago,False,1,3,On-site,['Pune'],"['Sql Queries', 'Data Management', 'Banking', 'Data Governance', 'Data Quality', 'Agile Methodology', 'Jira']",,,False
