title,company,experience,salary,location,description,skills,posted
Analyst,Iqvia Biotech,0-3 Yrs,,"Gurugram, Bengaluru",Qualification Relevant Educational Certification / Degree in related field Supported by...,"Data analysis, Analytical, Consulting, Healthcare, Clinical research, Life sciences, MS Office, Forecasting",2 weeks ago
Senior -Finance Data Analyst- FDI- Commercial,EY,3-6 Yrs,,Pune,"Senior FDI EY GDS Consulting Finance As part of our EY Finance Consulting Team, you wil...","Assurance, SAP, Fixed assets, Project management, Reconciliation, Consulting, Corporate finance, Budgeting",1 day ago
Senior Data Analyst,Crisil,4-8 Yrs,,Pune,Manage and maintain Security Master data for private credit / loan instruments Hands-on...,"Loans, remediation, Fund accounting, Data validation, Reconciliation, Senior Data Analyst, data governance, Data quality",3+ weeks ago
Data Analyst Intern (PST- Shift),Skypoint Cloud,,Unpaid,Bengaluru,,,Starts in 1-3 months
Data Analyst || Fresher Can Also Apply,iTorq Innovations,0-5 Yrs,5-15 Lacs PA,Remote,Preferred candidate profile High-level experience in methodologies and processes for ma...,"Data Research, Data Management, Data Analysis, Data Analytics, Data Sourcing, Data Transformation, Data Interpretation, BI",1 day ago
Business Analyst,Barclays,0-5 Yrs,,Pune,". Good understanding of Agile frameworks, including Scrum and KanbanFormal training in ...","Change management, Senior Analyst, Business analysis, Workflow, MS Office, Risk management, Continuous improvement, Macros",4 days ago
Executive - MIS,Securens Systems,0-4 Yrs,,Chennai,Develop and maintain technical documentation of MIS systems and processes. Disclaimer: ...,"hlookup, macros, data analysis, data management, data analytics, mis reporting, data validation, documentation",3+ weeks ago
Data Analyst,BJS Distribution Storage And Couriers,5-8 Yrs,,Mohali,"Data Analyst to collect, process, and interpret data to support business operations and...","Power Bi, Data Visualization, SQL, Data Analysis, Data Extraction, Data Cleansing, MIS Reporting, Data Reporting",2 weeks ago
Sr Associate - Data Analyst Performance System,Acuity Knowledge Partners,5-8 Yrs,,Pune,"Handson experience building and maintaining dashboards, metadata, and governance artifa...","metadata, alternative investments, data analysis, data analytics, private equity, problem solving, root cause analysis, dashboards",2 weeks ago
Intern - Data Analyst,Visit Health,0-1 Yrs,,Gurugram,". Visit Health Empowering workplaces with accessible, affordable, and impactful healthc...","Data analysis, Intern, Nutrition, Analytical, Healthcare, Data Analyst, Analytics, SQL",3+ weeks ago
Junior Data Analyst,Neev Advisory Research & Consultancy Services,0-2 Yrs,,Gurugram,Knowledge about Indian political system and election is preferred . Proficient with Adv...,"Excel, STATA, Packaging, M&A, Data Analyst, MS Word, SPSS, Research",3+ weeks ago
Data Analyst - Intern,Claight Corporation Expert Market Research,0-1 Yrs,,Noida,LOOKING FOR SOMEONE WITH Educational Background: . Enrolled in or recently graduated fr...,"Data analysis, Intern, Data Analyst, Analytics, Analysis, Data",3+ weeks ago
Senior Officer - CAT Axis,Axis Max Life Insurance,0-2 Yrs,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Manage and analyze large datasets to identify trends and patterns. Develop and impleme...,"rest, data analysis, web services, mathematics, jsp, maven, gmat, jdbc",3 days ago
Senior Data Analyst,BMC Software,4-6 Yrs,,Pune,"Bachelors degree in Statistics, Mathematics, Computer Science, Information Technology, ...","data analysis, business intelligence, sql, tableau, stakeholder management, python, dashboard development, bi",1 week ago
Senior Data Analyst,Honeybee Tech Solutions,4-6 Yrs,"50,000-4.5 Lacs PA",Pune,Provide expert-level support for MIS (Management Information System) projects. Job Requ...,"DATA ANALYST, Power BI, MIS, Data Analysis, Advanced Excel, Tableau, Analysis, Bi",1 day ago
Data Analyst / MIS Executive,RUDRA ANLYTICS,3-8 Yrs,,Pune,Role Overview:  We are looking for a Data Analyst who can convert data into meaning...,"Data analysis, Automation, Data modeling, Analytical, Data collection, data governance, Data quality, Data Analyst",3+ weeks ago
Power BI Data Analyst,Crisil Analytices,3-8 Yrs,,Pune,Perform ad hoc analyses as requested to help management make informed decisions regardi...,"Financial reporting, Coding, Analytical, Financial operations, power bi, Data Analyst, Management, microsoft",1 week ago
Executive Assistant,Randstad,8-13 Yrs,6-10 Lacs PA,Pune(Shivajinagar),Job Title: Executive Assistant to Managing Director & Leadership TeamLocation: PuneJob ...,"Visa Processing, EA, Travel Management, MOM, Calendar Management, Travel, Process, Assistance",2 weeks ago
"Analyst-Data Analytics (SQL, Python, GenAI)",AMERICAN EXPRESS,0-2 Yrs,,Manesar,"B Tech BSc / MSc Statistics, Bachelors / master s in economics. Minimum Qualifications:...","Data analysis, Marketing analytics, Project management, Analytical, Hypothesis Testing, data integrity, Business strategy, Data mining",1 week ago
Analyst-Data Science,AMERICAN EXPRESS,0-2 Yrs,,Manesar,"This role will elevate model excellence, strengthen long term shareholder value, and ad...","Text mining, SAS, data science, Coding, Analytical, Artificial Intelligence, Machine learning, Risk management",1 week ago
Data Analyst (Associate),Aumni Techworks,0-3 Yrs,,Pune,"The ideal candidate should have a strong foundation in scripting, solid Python & SQL sk...","python, data analysis, data manipulation, stakeholder management, power bi, sql, communication skills, Data",3+ weeks ago
Analyst,eClerx,0-4 Yrs,,Chandigarh,Conduct thorough analysis of complex data sets to identify trends and patterns. Develo...,"financial analysis, database maintenance, data analysis, performance tuning, database migration, database mirroring, sql server dba, analysis",1 week ago
"Analyst, LLMO",Dentsu Webchutney,0-5 Yrs,,Bengaluru,Time Type: Full timeReporting Tools: Skills to use Looker Studio or Tableau to visualiz...,"Industry research, Data analysis, Web analytics, Senior Analyst, VLOOKUP, Analytical, SEO, SQL",3+ weeks ago
"Analyst, LLMO",Dentsu Webchutney,0-5 Yrs,,Mumbai,Time Type: Full timeReporting Tools: Skills to use Looker Studio or Tableau to visualiz...,"Industry research, Data analysis, Web analytics, Senior Analyst, VLOOKUP, Analytical, SEO, SQL",3+ weeks ago
Lattice - Analyst,1lattice,0-3 Yrs,,"Gurugram, Bengaluru",Logical and focused approach in solving client problems . Analytical with ability to de...,"Interpersonal skills, Data analysis, Data management, Business research, Equity research, Pharma, Analytical, Pharmacy",3+ weeks ago
Senior Data Scientist- Machine Learning,Trinity Life Sciences,0-5 Yrs,,Bengaluru,Effective communication and presentation skills. . A graduate degree is requiredExperie...,"algorithms, python, data analysis, modeling, strong analytical skills, presentation skills, predictive, problem solving",3+ weeks ago
Decision Analyst,Barclays,0-8 Yrs,,Noida,". Hands-on experience in developing predictive statistical models, forecasting techniqu...","Loans, Data analysis, Senior Analyst, Analytical, Manager Quality Control, Continuous improvement, Forecasting, Operations",3+ weeks ago
Data Scientist I,Sparta Systems,0-5 Yrs,,Bengaluru,"Bachelor s degree or Advanced degree in Computer Science, Statistics, Mathematics, or r...","Computer science, Data analysis, Statistical modeling, data science, Analytical, Machine learning, Programming, Mathematics",3+ weeks ago
Walk-in || Finance Apprentice Analyst- Pune,eClerx,,,,Shift Timings - Fixed Night Shifts  Management Level: Apprentice_Analyst  Location: Pun...,"Finance, NISM, fresher, Investment Banking, KYC, Derivatives, Investment",1 day ago
Data Engineer,Billions United,0-2 Yrs,,Bengaluru,"To succeed in this data engineering position, you should have strong analytical skills ...","algorithms, python, data analysis, modeling, data mining, strong analytical skills, data pipeline, data engineering",3+ weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,,Pune,Time Type: Full time,"Training, Sales, data science, Senior Analyst, Team development, Senior, Team, Data",3+ weeks ago
Business Analyst,Vmock,0-2 Yrs,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Qualification / Work Experience: Undergraduate degree from top-tier institute with 0-2 ...,"Analytical skills, Business Analyst, Customer satisfaction, Machine learning, Customer experience, Business intelligence, Content development, Analytics",3+ weeks ago
Assistant Manager - CAT Axis,Axis Max Life Insurance,0-2 Yrs,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","The successful candidate will collaborate with various departments, including marketing...","Customer acquisition, Analytical skills, Data analysis, Senior management, Project management, Marketing campaigns, Market research, Customer experience",2 weeks ago
Data Scientist,LLP S3bglobal Technologies,0-3 Yrs,,Bengaluru,". Bachelors degreeExperience in data science, preferably in the CPG domainExperience wi...","Data analysis, Operations research, Analytical, MySQL, Spanish, Predictive modeling, Oracle, Econometrics",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,,Pune,Time Type: Full time,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Development, Science",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-5 Yrs,,Pune,Time Type: Full time,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Development, Science",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,,Pune,Time Type: Full time,"Training, Sales, data science, Senior Analyst, Team development, Data, Team, Science",3+ weeks ago
Data Scientist,Scimitar Research,0-1 Yrs,,Pune,"Bachelor s or Master s degree in Data Science, Computer Science, Statistics, or a relat...","Computer science, Data analysis, PDF, data science, data manipulation, Demand forecasting, Machine learning, Programming",3+ weeks ago
Senior Business Analyst,Assurex India,0-1 Yrs,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s degree in Business, Computer Science, or related field . Experience with Agi...","Analytical skills, Training, Business Analyst, Project management, Agile, Equity, Application software, Recruitment",3+ weeks ago
Sr. Data Analyst (Data Analytics / Data Modelling Role),Xoriant,9-14 Yrs,10-20 Lacs PA,Hybrid - Pune,*** Banking / Finance domain exp is required *** Portfolio of Work is a must have . ***...,"Kimball modeling, Medallion, dbt, Data Analytics, Python, schema, Star Schema, Financial Services",3 weeks ago
Senior Data Analyst (PowerBI Developer),AtkinsRéalis,7-11 Yrs,,Bengaluru,Job Description     Overview   We are looking for a highly experienced Power BI profe...,"Computer science, Performance tuning, Automation, Workflow, Data quality, microsoft, Release management, Monitoring",1 day ago
Senior Data Analyst,Tesco,3-7 Yrs,,Bengaluru,7 years experience preferred in analysis oriented delivery in any one of domains like r...,"Power BI, Alteryx, SQL, Python, Data Analysis, Data Visualization, Tableau, Analysis",1 day ago
Senior Data Analyst-2,Mastercard,6-9 Yrs,,Pune,Experience in the payments industry is a plus. Bachelors degree or equivalent experienc...,"data analyst, storytelling, data analytics, metric tracking, power bi, business intelligence, sales, sql",3+ weeks ago
WAM-Data Analyst-EDM-Senior,EY,3-7 Yrs,,Bengaluru,"Required skills: - Collaborate with cross-functional teams including business teams, de...","Data analysis, Assurance, Publishing, Data management, Wealth management, Consulting, Workflow, data mapping",1 day ago
FinCrime Agile Testing Data Analyst,Barclays,1-8 Yrs,,Pune,"You may be assessed on the key critical skills relevant for success in the role, such a...","Manager Quality Assurance, SAS, Senior Analyst, Analytical, Data mining, Risk management, Analytics, Monitoring",2 days ago
AVP FinCrime Agile Testing Data Analyst,Barclays,6-11 Yrs,,Pune,"They will identify new directions for assignments and/ or projects, identifying a combi...","Automation, Manager Quality Assurance, SAS, Analytical, Assistant Vice President, Data mining, Risk management, Monitoring",2 days ago
Product Marketing Data Analyst,Beckman Coulter,3-7 Yrs,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","The essential requirements of the job include: . Bachelors degree in Statistics, Mathem...","Supply chain, Computer science, SAP, Analytical, Data collection, Life sciences, Customer service, Data mining",3+ weeks ago
Data Engineer,Accenture,2-4 Yrs,,Bengaluru,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"data analytics, data engineering, etl, data integration, etl process, hive, python, data analysis",2 weeks ago
"Data Analyst Fresher , Data Analytics",Apex Engineering Solutions,0-1 Yrs,5.5-8 Lacs PA,"Hyderabad, Bengaluru, Delhi / NCR","Job descriptionWe are looking for Data Analyst Freshers , Data Analytics fresher to joi...","Data Analytics, Business Intelligence, Power BI, Data Extraction, Data Cleansing, Advanced Excel, Tableau, Data Entry",1 day ago
Intern - Business Data Analyst,Jodo,,Unpaid,Bengaluru,,,Starts in 1-3 months
Analyst-Data Science,AMERICAN EXPRESS,0-2 Yrs,,Gurugram,"Exposure to AI / ML model development, testing, or validation through professional expe...","data science, Senior Analyst, Risk assessment, Analytical, Machine learning, model development, Risk management, Customer engagement",2 weeks ago
